,Period,NoOfProperties,postnumer
6818,201611,2,210.0
6819,201611,1,220.0
6820,201611,1,221.0
6842,201611,3,101.0
6843,201611,1,105.0
6844,201611,1,108.0
6845,201611,1,109.0
6846,201611,1,210.0
6847,201611,2,220.0
6848,201611,1,221.0
6858,201611,1,105.0
6859,201611,1,201.0
6860,201611,1,206.0
6865,201611,1,105.0
6869,201611,1,101.0
6871,201611,1,105.0
6874,201611,1,276.0
6876,201611,13,101.0
6877,201611,1,110.0
6878,201611,4,170.0
6879,201611,1,225.0
6889,201611,1,170.0
6891,201611,1,170.0
6892,201611,1,101.0
6893,201611,1,220.0
6895,201611,244,101.0
6896,201611,2,102.0
6897,201611,5,103.0
6898,201611,44,104.0
6899,201611,179,105.0
6900,201611,44,107.0
6901,201611,51,108.0
6902,201611,21,109.0
6903,201611,12,110.0
6904,201611,10,111.0
6905,201611,16,112.0
6906,201611,6,113.0
6907,201611,1,116.0
6908,201611,3,162.0
6909,201611,5,170.0
6911,201611,30,200.0
6912,201611,8,201.0
6913,201611,8,203.0
6914,201611,4,206.0
6915,201611,5,210.0
6916,201611,41,220.0
6917,201611,9,221.0
6918,201611,4,225.0
6926,201611,8,270.0
6927,201611,9,271.0
6928,201611,2,276.0
7002,201611,3,101.0
7003,201611,1,104.0
7004,201611,2,105.0
7005,201611,1,109.0
7006,201611,1,170.0
7007,201611,1,203.0
7008,201611,2,220.0
7024,201611,1,105.0
7025,201611,1,107.0
7026,201611,2,112.0
7027,201611,1,270.0
7031,201611,2,101.0
7034,201611,1,220.0
7039,201611,46,101.0
7040,201611,8,105.0
7041,201611,7,108.0
7042,201611,2,109.0
7043,201611,2,110.0
7044,201611,1,200.0
7045,201611,1,201.0
7046,201611,3,220.0
7047,201611,1,221.0
7063,201612,78,101.0
7064,201612,1,103.0
7065,201612,8,104.0
7066,201612,29,105.0
7067,201612,7,107.0
7068,201612,4,108.0
7069,201612,2,109.0
7070,201612,2,110.0
7071,201612,1,111.0
7072,201612,2,112.0
7073,201612,4,170.0
7075,201612,2,200.0
7076,201612,2,203.0
7077,201612,2,210.0
7078,201612,3,220.0
7081,201612,3,270.0
7082,201612,1,271.0
7083,201612,1,276.0
7108,201612,478,101.0
7109,201612,5,102.0
7110,201612,4,103.0
7111,201612,30,104.0
7112,201612,192,105.0
7113,201612,54,107.0
7114,201612,30,108.0
7115,201612,11,109.0
7116,201612,14,110.0
7117,201612,7,111.0
7118,201612,6,112.0
7119,201612,4,113.0
7120,201612,1,161.0
7121,201612,1,162.0
7122,201612,9,170.0
7124,201612,32,200.0
7125,201612,4,201.0
7126,201612,4,203.0
7127,201612,1,206.0
7128,201612,10,210.0
7129,201612,16,220.0
7130,201612,3,221.0
7131,201612,2,225.0
7138,201612,6,270.0
7139,201612,3,271.0
7140,201612,3,276.0
7200,201612,323,101.0
7201,201612,7,102.0
7202,201612,7,103.0
7203,201612,31,104.0
7204,201612,142,105.0
7205,201612,42,107.0
7206,201612,19,108.0
7207,201612,8,109.0
7208,201612,14,110.0
7209,201612,4,111.0
7210,201612,12,112.0
7211,201612,7,113.0
7212,201612,1,161.0
7213,201612,1,162.0
7214,201612,9,170.0
7216,201612,30,200.0
7217,201612,4,201.0
7218,201612,12,203.0
7219,201612,10,210.0
7220,201612,26,220.0
7221,201612,13,221.0
7222,201612,5,225.0
7227,201612,9,270.0
7228,201612,8,271.0
7229,201612,5,276.0
7290,201612,99,101.0
7291,201612,8,102.0
7292,201612,3,103.0
7293,201612,13,104.0
7294,201612,57,105.0
7295,201612,17,107.0
7296,201612,16,108.0
7297,201612,4,109.0
7298,201612,10,110.0
7299,201612,5,111.0
7300,201612,9,112.0
7301,201612,2,113.0
7302,201612,1,116.0
7303,201612,1,161.0
7304,201612,2,162.0
7305,201612,6,170.0
7308,201612,24,200.0
7309,201612,4,201.0
7310,201612,6,203.0
7311,201612,7,210.0
7312,201612,14,220.0
7313,201612,8,221.0
7314,201612,2,225.0
7318,201612,6,270.0
7319,201612,3,271.0
7320,201612,8,276.0
7385,201612,28,101.0
7386,201612,6,102.0
7387,201612,9,104.0
7388,201612,18,105.0
7389,201612,6,107.0
7390,201612,6,108.0
7391,201612,2,109.0
7392,201612,7,110.0
7393,201612,4,112.0
7394,201612,4,113.0
7395,201612,3,170.0
7397,201612,6,200.0
7398,201612,10,201.0
7399,201612,2,203.0
7400,201612,5,210.0
7401,201612,3,220.0
7402,201612,9,221.0
7403,201612,4,225.0
7406,201612,5,270.0
7407,201612,1,271.0
7408,201612,7,276.0
7446,201612,14,101.0
7447,201612,2,104.0
7448,201612,4,105.0
7449,201612,1,107.0
7450,201612,3,108.0
7451,201612,1,109.0
7452,201612,1,112.0
7453,201612,2,170.0
7454,201612,3,200.0
7455,201612,1,203.0
7456,201612,2,210.0
7457,201612,1,220.0
7458,201612,1,270.0
7480,201612,2,101.0
7481,201612,1,105.0
7482,201612,1,107.0
7483,201612,1,108.0
7484,201612,1,109.0
7485,201612,1,110.0
7486,201612,2,220.0
7487,201612,1,221.0
7496,201612,1,105.0
7497,201612,1,201.0
7498,201612,1,206.0
7503,201612,1,105.0
7507,201612,1,101.0
7509,201612,1,105.0
7512,201612,1,276.0
7514,201612,13,101.0
7515,201612,1,110.0
7516,201612,4,170.0
7517,201612,1,225.0
7527,201612,1,170.0
7529,201612,1,170.0
7530,201612,1,101.0
7531,201612,1,220.0
7533,201612,242,101.0
7534,201612,1,102.0
7535,201612,4,103.0
7536,201612,41,104.0
7537,201612,181,105.0
7538,201612,44,107.0
7539,201612,60,108.0
7540,201612,25,109.0
7541,201612,12,110.0
7542,201612,12,111.0
7543,201612,13,112.0
7544,201612,8,113.0
7545,201612,1,116.0
7546,201612,2,162.0
7547,201612,6,170.0
7549,201612,28,200.0
7550,201612,7,201.0
7551,201612,6,203.0
7552,201612,4,206.0
7553,201612,5,210.0
7554,201612,38,220.0
7555,201612,8,221.0
7556,201612,4,225.0
7564,201612,6,270.0
7565,201612,8,271.0
7637,201612,3,101.0
7638,201612,1,104.0
7639,201612,2,105.0
7640,201612,1,109.0
7641,201612,1,170.0
7642,201612,1,203.0
7643,201612,2,220.0
7658,201612,1,105.0
7659,201612,2,112.0
7660,201612,1,270.0
7664,201612,2,101.0
7666,201612,1,220.0
7671,201612,29,101.0
7672,201612,7,105.0
7673,201612,6,108.0
7674,201612,2,109.0
7675,201612,1,110.0
7676,201612,1,200.0
7677,201612,1,201.0
7678,201612,3,220.0
7694,201701,80,101.0
7695,201701,1,102.0
7696,201701,1,103.0
7697,201701,7,104.0
7698,201701,28,105.0
7699,201701,6,107.0
7700,201701,4,108.0
7701,201701,3,109.0
7702,201701,3,110.0
7703,201701,4,112.0
7704,201701,4,170.0
7706,201701,2,200.0
7707,201701,2,203.0
7708,201701,2,210.0
7709,201701,2,220.0
7712,201701,3,270.0
7713,201701,1,271.0
7714,201701,1,276.0
7739,201701,469,101.0
7740,201701,5,102.0
7741,201701,3,103.0
7742,201701,32,104.0
7743,201701,178,105.0
7744,201701,61,107.0
7745,201701,31,108.0
7746,201701,11,109.0
7747,201701,12,110.0
7748,201701,4,111.0
7749,201701,8,112.0
7750,201701,4,113.0
7751,201701,1,161.0
7752,201701,1,162.0
7753,201701,10,170.0
7755,201701,32,200.0
7756,201701,4,201.0
7757,201701,5,203.0
7758,201701,1,206.0
7759,201701,8,210.0
7760,201701,17,220.0
7761,201701,5,221.0
7762,201701,2,225.0
7769,201701,7,270.0
7770,201701,3,271.0
7771,201701,3,276.0
7833,201701,341,101.0
7834,201701,6,102.0
7835,201701,6,103.0
7836,201701,37,104.0
7837,201701,144,105.0
7838,201701,37,107.0
7839,201701,22,108.0
7840,201701,9,109.0
7841,201701,15,110.0
7842,201701,5,111.0
7843,201701,13,112.0
7844,201701,7,113.0
7845,201701,1,161.0
7846,201701,1,162.0
7847,201701,8,170.0
7849,201701,32,200.0
7850,201701,5,201.0
7851,201701,13,203.0
7852,201701,11,210.0
7853,201701,24,220.0
7854,201701,13,221.0
7855,201701,4,225.0
7860,201701,10,270.0
7861,201701,8,271.0
7862,201701,5,276.0
7927,201701,100,101.0
7928,201701,5,102.0
7929,201701,3,103.0
7930,201701,15,104.0
7931,201701,57,105.0
7932,201701,25,107.0
7933,201701,16,108.0
7934,201701,4,109.0
7935,201701,9,110.0
7936,201701,3,111.0
7937,201701,12,112.0
7938,201701,4,113.0
7939,201701,1,116.0
7940,201701,1,161.0
7941,201701,1,162.0
7942,201701,6,170.0
7945,201701,25,200.0
7946,201701,6,201.0
7947,201701,8,203.0
7948,201701,10,210.0
7949,201701,15,220.0
7950,201701,7,221.0
7951,201701,3,225.0
7955,201701,4,270.0
7956,201701,3,271.0
7957,201701,9,276.0
8021,201701,32,101.0
8022,201701,4,102.0
8023,201701,10,104.0
8024,201701,21,105.0
8025,201701,6,107.0
8026,201701,8,108.0
8027,201701,3,109.0
8028,201701,10,110.0
8029,201701,4,112.0
8030,201701,5,113.0
8031,201701,4,170.0
8033,201701,5,200.0
8034,201701,10,201.0
8035,201701,3,203.0
8036,201701,7,210.0
8037,201701,1,220.0
8038,201701,7,221.0
8039,201701,4,225.0
8041,201701,6,270.0
8042,201701,1,271.0
8043,201701,7,276.0
8085,201701,11,101.0
8086,201701,2,104.0
8087,201701,4,105.0
8088,201701,1,107.0
8089,201701,2,108.0
8090,201701,1,109.0
8091,201701,1,110.0
8092,201701,2,112.0
8093,201701,3,200.0
8094,201701,2,203.0
8095,201701,3,210.0
8096,201701,3,220.0
8097,201701,1,270.0
8120,201701,3,101.0
8121,201701,1,105.0
8122,201701,1,109.0
8123,201701,1,110.0
8124,201701,2,220.0
8125,201701,1,221.0
8132,201701,1,105.0
8133,201701,1,201.0
8134,201701,1,206.0
8139,201701,2,105.0
8143,201701,1,101.0
8145,201701,1,105.0
8148,201701,1,276.0
8150,201701,13,101.0
8151,201701,1,110.0
8152,201701,4,170.0
8153,201701,1,225.0
8164,201701,1,170.0
8166,201701,1,170.0
8167,201701,1,101.0
8168,201701,1,105.0
8169,201701,1,220.0
8172,201701,253,101.0
8173,201701,2,102.0
8174,201701,4,103.0
8175,201701,43,104.0
8176,201701,184,105.0
8177,201701,39,107.0
8178,201701,59,108.0
8179,201701,27,109.0
8180,201701,17,110.0
8181,201701,12,111.0
8182,201701,12,112.0
8183,201701,8,113.0
8184,201701,1,116.0
8185,201701,3,162.0
8186,201701,6,170.0
8188,201701,30,200.0
8189,201701,9,201.0
8190,201701,5,203.0
8191,201701,4,206.0
8192,201701,5,210.0
8193,201701,35,220.0
8194,201701,9,221.0
8195,201701,4,225.0
8203,201701,6,270.0
8204,201701,9,271.0
8205,201701,2,276.0
8281,201701,3,101.0
8282,201701,1,104.0
8283,201701,2,105.0
8284,201701,1,108.0
8285,201701,1,109.0
8286,201701,1,170.0
8287,201701,1,200.0
8288,201701,1,203.0
8289,201701,2,220.0
8306,201701,1,109.0
8307,201701,2,112.0
8308,201701,1,220.0
8309,201701,1,270.0
8313,201701,2,101.0
8314,201701,1,104.0
8318,201701,1,220.0
8324,201701,46,101.0
8325,201701,5,105.0
8326,201701,6,108.0
8327,201701,2,109.0
8328,201701,2,110.0
8329,201701,1,111.0
8330,201701,1,201.0
8331,201701,3,220.0
8345,201702,64,101.0
8346,201702,1,102.0
8347,201702,7,104.0
8348,201702,26,105.0
8349,201702,5,107.0
8350,201702,3,108.0
8351,201702,2,109.0
8352,201702,3,110.0
8353,201702,2,112.0
8354,201702,3,170.0
8356,201702,2,200.0
8357,201702,1,203.0
8358,201702,3,210.0
8359,201702,3,220.0
8362,201702,3,270.0
8363,201702,1,271.0
8364,201702,1,276.0
8388,201702,394,101.0
8389,201702,5,102.0
8390,201702,1,103.0
8391,201702,26,104.0
8392,201702,137,105.0
8393,201702,41,107.0
8394,201702,15,108.0
8395,201702,8,109.0
8396,201702,8,110.0
8397,201702,4,111.0
8398,201702,6,112.0
8399,201702,4,113.0
8400,201702,1,161.0
8401,201702,1,162.0
8402,201702,8,170.0
8404,201702,23,200.0
8405,201702,4,201.0
8406,201702,1,203.0
8407,201702,1,206.0
8408,201702,8,210.0
8409,201702,10,220.0
8410,201702,3,221.0
8411,201702,2,225.0
8418,201702,6,270.0
8419,201702,4,271.0
8420,201702,3,276.0
8483,201702,272,101.0
8484,201702,4,102.0
8485,201702,6,103.0
8486,201702,24,104.0
8487,201702,105,105.0
8488,201702,31,107.0
8489,201702,18,108.0
8490,201702,9,109.0
8491,201702,16,110.0
8492,201702,4,111.0
8493,201702,13,112.0
8494,201702,2,113.0
8495,201702,1,161.0
8496,201702,1,162.0
8497,201702,7,170.0
8499,201702,23,200.0
8500,201702,4,201.0
8501,201702,11,203.0
8502,201702,8,210.0
8503,201702,21,220.0
8504,201702,7,221.0
8505,201702,3,225.0
8510,201702,6,270.0
8511,201702,8,271.0
8512,201702,6,276.0
8575,201702,75,101.0
8576,201702,5,102.0
8577,201702,2,103.0
8578,201702,10,104.0
8579,201702,37,105.0
8580,201702,16,107.0
8581,201702,18,108.0
8582,201702,3,109.0
8583,201702,5,110.0
8584,201702,3,111.0
8585,201702,11,112.0
8586,201702,3,113.0
8587,201702,1,161.0
8588,201702,1,162.0
8589,201702,5,170.0
8592,201702,15,200.0
8593,201702,6,201.0
8594,201702,3,203.0
8595,201702,8,210.0
8596,201702,11,220.0
8597,201702,5,221.0
8598,201702,2,225.0
8602,201702,4,270.0
8603,201702,3,271.0
8604,201702,6,276.0
8668,201702,22,101.0
8669,201702,3,102.0
8670,201702,10,104.0
8671,201702,13,105.0
8672,201702,4,107.0
8673,201702,5,108.0
8674,201702,2,109.0
8675,201702,7,110.0
8676,201702,4,112.0
8677,201702,3,113.0
8678,201702,1,170.0
8680,201702,1,200.0
8681,201702,9,201.0
8682,201702,1,203.0
8683,201702,6,210.0
8684,201702,1,220.0
8685,201702,5,221.0
8686,201702,2,225.0
8688,201702,5,270.0
8689,201702,1,271.0
8690,201702,6,276.0
8729,201702,10,101.0
8730,201702,2,104.0
8731,201702,3,105.0
8732,201702,1,107.0
8733,201702,2,108.0
8734,201702,2,200.0
8735,201702,2,203.0
8736,201702,2,210.0
8737,201702,1,220.0
8738,201702,1,270.0
8762,201702,3,101.0
8763,201702,1,105.0
8764,201702,1,109.0
8765,201702,1,110.0
8766,201702,2,220.0
8767,201702,1,221.0
8774,201702,1,105.0
8775,201702,1,201.0
8776,201702,1,206.0
8781,201702,1,105.0
8785,201702,1,101.0
8787,201702,1,105.0
8790,201702,1,276.0
8792,201702,13,101.0
8793,201702,1,110.0
8794,201702,4,170.0
8795,201702,1,225.0
8805,201702,1,170.0
8807,201702,1,170.0
8809,201702,1,101.0
8810,201702,1,105.0
8812,201702,211,101.0
8813,201702,4,103.0
8814,201702,40,104.0
8815,201702,129,105.0
8816,201702,23,107.0
8817,201702,45,108.0
8818,201702,22,109.0
8819,201702,14,110.0
8820,201702,11,111.0
8821,201702,13,112.0
8822,201702,6,113.0
8823,201702,1,116.0
8824,201702,2,162.0
8825,201702,3,170.0
8827,201702,29,200.0
8828,201702,7,201.0
8829,201702,3,203.0
8830,201702,4,206.0
8831,201702,5,210.0
8832,201702,32,220.0
8833,201702,7,221.0
8834,201702,3,225.0
8842,201702,4,270.0
8843,201702,7,271.0
8915,201702,3,101.0
8916,201702,1,104.0
8917,201702,2,105.0
8918,201702,1,108.0
8919,201702,1,109.0
8920,201702,1,170.0
8921,201702,1,200.0
8922,201702,1,203.0
8923,201702,2,220.0
8942,201702,1,109.0
8943,201702,1,112.0
8944,201702,1,270.0
8950,201702,1,220.0
8955,201702,27,101.0
8956,201702,5,108.0
8957,201702,2,109.0
8958,201702,1,110.0
8959,201702,1,201.0
8960,201702,3,220.0
8974,201703,2,108.0
8975,201703,1,109.0
8976,201703,3,201.0
8977,201703,1,203.0
8978,201703,74,101.0
8979,201703,1,102.0
8980,201703,7,104.0
8981,201703,31,105.0
8982,201703,8,107.0
8983,201703,3,108.0
8984,201703,2,109.0
8985,201703,3,110.0
8986,201703,2,112.0
8987,201703,3,170.0
8989,201703,1,200.0
8990,201703,3,210.0
8991,201703,3,220.0
8992,201703,1,221.0
8995,201703,2,270.0
8996,201703,2,271.0
8997,201703,1,276.0
9027,201703,409,101.0
9028,201703,5,102.0
9029,201703,1,103.0
9030,201703,30,104.0
9031,201703,153,105.0
9032,201703,41,107.0
9033,201703,18,108.0
9034,201703,10,109.0
9035,201703,12,110.0
9036,201703,3,111.0
9037,201703,7,112.0
9038,201703,5,113.0
9039,201703,1,116.0
9040,201703,1,161.0
9041,201703,1,162.0
9042,201703,10,170.0
9044,201703,31,200.0
9045,201703,5,201.0
9046,201703,1,203.0
9047,201703,1,206.0
9048,201703,10,210.0
9049,201703,14,220.0
9050,201703,6,221.0
9051,201703,2,225.0
9058,201703,6,270.0
9059,201703,3,271.0
9060,201703,3,276.0
9126,201703,283,101.0
9127,201703,6,102.0
9128,201703,7,103.0
9129,201703,31,104.0
9130,201703,112,105.0
9131,201703,35,107.0
9132,201703,23,108.0
9133,201703,8,109.0
9134,201703,18,110.0
9135,201703,6,111.0
9136,201703,14,112.0
9137,201703,1,113.0
9138,201703,1,161.0
9139,201703,1,162.0
9140,201703,6,170.0
9142,201703,27,200.0
9143,201703,3,201.0
9144,201703,13,203.0
9145,201703,9,210.0
9146,201703,26,220.0
9147,201703,7,221.0
9148,201703,5,225.0
9153,201703,8,270.0
9154,201703,7,271.0
9155,201703,6,276.0
9225,201703,82,101.0
9226,201703,5,102.0
9227,201703,1,103.0
9228,201703,14,104.0
9229,201703,41,105.0
9230,201703,14,107.0
9231,201703,20,108.0
9232,201703,3,109.0
9233,201703,13,110.0
9234,201703,3,111.0
9235,201703,9,112.0
9236,201703,5,113.0
9237,201703,1,161.0
9238,201703,1,162.0
9239,201703,5,170.0
9242,201703,15,200.0
9243,201703,9,201.0
9244,201703,5,203.0
9245,201703,9,210.0
9246,201703,13,220.0
9247,201703,6,221.0
9248,201703,2,225.0
9252,201703,7,270.0
9253,201703,4,271.0
9254,201703,9,276.0
9324,201703,23,101.0
9325,201703,3,102.0
9326,201703,10,104.0
9327,201703,17,105.0
9328,201703,6,107.0
9329,201703,5,108.0
9330,201703,4,109.0
9331,201703,9,110.0
9332,201703,6,112.0
9333,201703,3,113.0
9334,201703,1,170.0
9336,201703,4,200.0
9337,201703,7,201.0
9338,201703,3,210.0
9339,201703,3,220.0
9340,201703,8,221.0
9341,201703,2,225.0
9344,201703,6,270.0
9345,201703,1,271.0
9346,201703,6,276.0
9390,201703,13,101.0
9391,201703,2,104.0
9392,201703,1,105.0
9393,201703,1,107.0
9394,201703,2,108.0
9395,201703,1,110.0
9396,201703,1,112.0
9397,201703,2,200.0
9398,201703,2,203.0
9399,201703,3,210.0
9400,201703,1,220.0
9401,201703,1,270.0
9427,201703,2,101.0
9428,201703,2,105.0
9429,201703,1,108.0
9430,201703,1,110.0
9431,201703,2,220.0
9432,201703,1,221.0
9440,201703,1,105.0
9441,201703,1,201.0
9442,201703,1,206.0
9447,201703,1,105.0
9450,201703,1,101.0
9452,201703,1,105.0
9455,201703,1,276.0
9457,201703,13,101.0
9458,201703,1,110.0
9459,201703,4,170.0
9460,201703,1,225.0
9472,201703,1,170.0
9474,201703,1,170.0
9476,201703,8,101.0
9477,201703,1,105.0
9478,201703,1,210.0
9481,201703,230,101.0
9482,201703,4,103.0
9483,201703,43,104.0
9484,201703,152,105.0
9485,201703,26,107.0
9486,201703,46,108.0
9487,201703,24,109.0
9488,201703,15,110.0
9489,201703,11,111.0
9490,201703,12,112.0
9491,201703,5,113.0
9492,201703,1,116.0
9493,201703,2,162.0
9494,201703,3,170.0
9496,201703,35,200.0
9497,201703,7,201.0
9498,201703,4,203.0
9499,201703,10,206.0
9500,201703,6,210.0
9501,201703,37,220.0
9502,201703,8,221.0
9503,201703,4,225.0
9511,201703,6,270.0
9512,201703,8,271.0
9591,201703,5,101.0
9592,201703,1,104.0
9593,201703,2,105.0
9594,201703,1,108.0
9595,201703,1,170.0
9596,201703,1,200.0
9597,201703,1,201.0
9598,201703,1,203.0
9599,201703,2,220.0
9620,201703,1,105.0
9621,201703,1,112.0
9622,201703,1,200.0
9623,201703,2,270.0
9632,201703,1,220.0
9637,201703,27,101.0
9638,201703,6,108.0
9639,201703,3,109.0
9640,201703,3,220.0
9641,201703,1,221.0
9657,201704,1,101.0
9658,201704,68,101.0
9659,201704,1,102.0
9660,201704,1,103.0
9661,201704,8,104.0
9662,201704,31,105.0
9663,201704,9,107.0
9664,201704,4,108.0
9665,201704,4,109.0
9666,201704,3,110.0
9667,201704,2,112.0
9668,201704,3,170.0
9670,201704,2,200.0
9671,201704,3,210.0
9672,201704,3,220.0
9675,201704,2,270.0
9676,201704,2,271.0
9677,201704,1,276.0
9710,201704,423,101.0
9711,201704,5,102.0
9712,201704,2,103.0
9713,201704,25,104.0
9714,201704,157,105.0
9715,201704,44,107.0
9716,201704,22,108.0
9717,201704,8,109.0
9718,201704,16,110.0
9719,201704,4,111.0
9720,201704,7,112.0
9721,201704,4,113.0
9722,201704,1,116.0
9723,201704,1,161.0
9724,201704,1,162.0
9725,201704,11,170.0
9727,201704,27,200.0
9728,201704,7,201.0
9729,201704,4,203.0
9730,201704,1,206.0
9731,201704,10,210.0
9732,201704,14,220.0
9733,201704,6,221.0
9734,201704,2,225.0
9741,201704,6,270.0
9742,201704,2,271.0
9743,201704,3,276.0
9813,201704,288,101.0
9814,201704,4,102.0
9815,201704,9,103.0
9816,201704,32,104.0
9817,201704,110,105.0
9818,201704,44,107.0
9819,201704,23,108.0
9820,201704,9,109.0
9821,201704,18,110.0
9822,201704,6,111.0
9823,201704,17,112.0
9824,201704,4,113.0
9825,201704,1,161.0
9826,201704,1,162.0
9827,201704,7,170.0
9829,201704,26,200.0
9830,201704,5,201.0
9831,201704,14,203.0
9832,201704,1,206.0
9833,201704,12,210.0
9834,201704,26,220.0
9835,201704,7,221.0
9836,201704,4,225.0
9841,201704,5,270.0
9842,201704,9,271.0
9843,201704,8,276.0
9915,201704,90,101.0
9916,201704,5,102.0
9917,201704,1,103.0
9918,201704,12,104.0
9919,201704,49,105.0
9920,201704,18,107.0
9921,201704,23,108.0
9922,201704,4,109.0
9923,201704,12,110.0
9924,201704,3,111.0
9925,201704,12,112.0
9926,201704,5,113.0
9927,201704,1,161.0
9928,201704,1,162.0
9929,201704,6,170.0
9932,201704,18,200.0
9933,201704,5,201.0
9934,201704,7,203.0
9935,201704,12,210.0
9936,201704,11,220.0
9937,201704,7,221.0
9938,201704,4,225.0
9943,201704,8,270.0
9944,201704,4,271.0
9945,201704,11,276.0
10018,201704,23,101.0
10019,201704,3,102.0
10020,201704,11,104.0
10021,201704,19,105.0
10022,201704,6,107.0
10023,201704,6,108.0
10024,201704,3,109.0
10025,201704,10,110.0
10026,201704,5,112.0
10027,201704,3,113.0
10028,201704,2,170.0
10030,201704,5,200.0
10031,201704,8,201.0
10032,201704,1,203.0
10033,201704,4,210.0
10034,201704,5,220.0
10035,201704,8,221.0
10036,201704,2,225.0
10039,201704,10,270.0
10040,201704,6,276.0
10089,201704,11,101.0
10090,201704,2,105.0
10091,201704,1,107.0
10092,201704,3,108.0
10093,201704,1,110.0
10094,201704,1,112.0
10095,201704,2,170.0
10096,201704,3,200.0
10097,201704,2,203.0
10098,201704,3,210.0
10099,201704,2,220.0
10100,201704,1,221.0
10102,201704,1,270.0
10127,201704,3,101.0
10128,201704,2,220.0
10129,201704,1,221.0
10139,201704,1,105.0
10140,201704,1,201.0
10141,201704,1,206.0
10146,201704,1,105.0
10150,201704,1,101.0
10152,201704,1,105.0
10155,201704,1,276.0
10157,201704,12,101.0
10158,201704,1,110.0
10159,201704,4,170.0
10160,201704,1,225.0
10173,201704,1,170.0
10175,201704,1,170.0
10177,201704,8,101.0
10178,201704,1,105.0
10181,201704,214,101.0
10182,201704,4,103.0
10183,201704,43,104.0
10184,201704,150,105.0
10185,201704,24,107.0
10186,201704,43,108.0
10187,201704,28,109.0
10188,201704,17,110.0
10189,201704,10,111.0
10190,201704,11,112.0
10191,201704,5,113.0
10192,201704,2,116.0
10193,201704,1,162.0
10194,201704,7,170.0
10196,201704,32,200.0
10197,201704,8,201.0
10198,201704,4,203.0
10199,201704,5,206.0
10200,201704,5,210.0
10201,201704,32,220.0
10202,201704,8,221.0
10203,201704,5,225.0
10211,201704,4,270.0
10212,201704,8,271.0
10292,201704,5,101.0
10293,201704,1,104.0
10294,201704,2,105.0
10295,201704,1,108.0
10296,201704,1,109.0
10297,201704,1,170.0
10298,201704,1,200.0
10299,201704,1,201.0
10300,201704,1,203.0
10301,201704,2,220.0
10325,201704,2,112.0
10326,201704,1,220.0
10327,201704,2,270.0
10334,201704,1,104.0
10337,201704,1,108.0
10338,201704,1,220.0
10344,201704,27,101.0
10345,201704,1,104.0
10346,201704,6,108.0
10347,201704,3,109.0
10348,201704,1,111.0
10349,201704,3,220.0
10365,201705,2,108.0
10366,201705,1,201.0
